system:index,date,class_id,LAI_MODIS,FVC_crudo,FVC_gf,LAI_MODIS_raw,FPAR_MODIS,LAI_gf,LAI_crudo,FPAR_MODIS_raw
12_373_0,2023-03-26,2431,0.4,0.2941863,0.19973533,4,0.23,0.33151764,0.40630898,23
12_396_0,2023-03-26,9182,0.30000000000000004,0.0039904146,0.0043857424,3,0.19,0.43400076,0.37200126,19
12_422_0,2023-03-26,7245,0.7000000000000001,0.10159279,0.12328991,7,0.28,0.14869323,1.0E-5,28
12_424_0,2023-03-26,1763,1.0,0.16160269,0.09564841,10,0.43,0.40777594,0.47773954,43
12_441_0,2023-03-26,7215,0.2,0.0684242,0.017531278,2,0.12,0.15124938,0.18589045,12
12_447_0,2023-03-26,3281,0.9,0.04464632,0.019394603,9,0.4,0.27575997,0.29601485,40
12_449_0,2023-03-26,8225,0.30000000000000004,0.0093800705,0.0033510022,3,0.16,0.39512986,0.44771507,16
12_455_0,2023-03-26,7579,0.6000000000000001,0.07794461,0.027805598,6,0.28,0.341453,0.5350581,28
12_464_0,2023-03-26,7130,0.5,0.082442135,0.033700764,5,0.24,0.58591497,0.7986989,24
12_482_0,2023-03-26,4903,1.1,1.0E-5,0.032637272,11,0.45,0.11995135,1.0E-5,45
13_57_0,2023-04-25,7941,0.6000000000000001,1.0E-5,0.011918642,6,0.28,0.07320868,1.0E-5,28
14_11_0,2023-05-05,2812,1.2000000000000002,0.059076805,0.20861194,12,0.49,0.6964629,0.32647082,49
14_102_0,2023-05-05,214,1.6,0.28554124,0.21609454,16,0.58,0.24783109,0.3351327,58
14_109_0,2023-05-05,9856,1.1,0.13940984,0.16878541,11,0.45,0.43012628,0.3708011,45
14_317_0,2023-05-05,113,1.2000000000000002,0.06778864,0.19750978,12,0.48,0.41663754,1.0E-5,48
14_319_0,2023-05-05,1989,0.5,0.24668273,0.24424383,5,0.25,0.356802,0.04947924,25
14_357_0,2023-05-05,7753,1.2000000000000002,0.075942464,0.057472438,12,0.49,0.050074723,0.06771417,49
14_418_0,2023-05-05,3744,0.8,0.23044957,0.36054006,8,0.39,1.0821356,0.3706629,39
15_2_0,2023-05-25,6139,5.2,0.56521654,0.48583353,52,0.9,1.6167127,1.7467265,90
15_11_0,2023-05-25,2812,4.2,0.7431018,0.6025253,42,0.85,2.2888818,2.35186,85
15_57_0,2023-05-25,7941,0.8,0.5107792,0.41679302,8,0.33,0.95919544,1.118763,33
15_73_0,2023-05-25,3002,0.2,0.889713,0.75834465,2,0.08,2.928749,3.3809397,8
15_106_0,2023-05-25,956,0.30000000000000004,1.0E-5,0.059419103,3,0.16,0.14443813,0.20489034,16
15_109_0,2023-05-25,9856,1.3,0.35920364,0.3755795,13,0.51,1.0586014,0.95490247,51
15_153_0,2023-05-25,6697,5.1000000000000005,0.67246574,0.5705889,51,0.9,1.684018,2.105552,90
15_176_0,2023-05-25,6355,6.800000000000001,0.16681728,0.17935765,68,0.99,0.6426908,0.66328347,99
15_213_0,2023-05-25,3880,5.5,1.0894263,0.82446605,55,0.93,3.5799372,4.841015,93
15_229_0,2023-05-25,9953,7.0,0.9925732,0.7949558,70,1.0,3.2299135,3.9622455,100
15_247_0,2023-05-25,9664,1.7000000000000002,0.29246202,0.2213321,17,0.56,0.37951127,0.51319885,56
15_258_0,2023-05-25,8960,1.9000000000000001,0.79617053,0.69080734,19,0.64,2.5856273,3.0294127,64
15_269_0,2023-05-25,3474,4.2,0.49218053,0.4548015,42,0.85,1.1414812,1.2997729,85
15_274_0,2023-05-25,6093,1.6,0.9271093,0.84034455,16,0.5700000000000001,3.4455838,3.5913382,57
15_284_0,2023-05-25,3432,0.8,0.72564733,0.568936,8,0.39,1.6785947,2.4823587,39
15_307_0,2023-05-25,2058,5.2,0.72035074,0.6702946,52,0.91,2.3434374,2.0921848,91
15_317_0,2023-05-25,113,4.3,0.67223215,0.54262245,43,0.86,1.9233855,1.9813086,86
15_319_0,2023-05-25,1989,1.8,0.40104422,0.5362119,18,0.6,2.2614613,1.5512615,60
15_358_0,2023-05-25,9745,1.5,1.0E-5,0.055690486,15,0.55,0.093770064,0.18731187,55
15_373_0,2023-05-25,2431,5.9,0.8836258,0.6510493,59,0.9500000000000001,2.168063,3.1775534,95
15_396_0,2023-05-25,9182,1.9000000000000001,0.1636326,0.24607298,19,0.64,0.46055487,0.35619402,64
15_418_0,2023-05-25,3744,1.1,0.9452018,0.59385693,11,0.46,2.1862257,4.0559673,46
15_422_0,2023-05-25,7245,1.5,0.37576526,0.3592733,15,0.53,0.72408545,0.54461473,53
15_424_0,2023-05-25,1763,0.2,1.0E-5,0.03345871,2,0.09,0.47284508,0.52563024,9
15_430_0,2023-05-25,7487,2.0,0.45646146,0.4104131,20,0.64,0.87512255,0.842785,64
15_441_0,2023-05-25,7215,0.8,0.2844455,0.21526529,8,0.35000000000000003,0.42289305,0.5718624,35
15_447_0,2023-05-25,3281,5.0,0.58947206,0.5000851,50,0.9,1.7571666,1.8687322,90
15_449_0,2023-05-25,8225,7.0,1.009238,0.80647093,70,1.0,3.1066587,4.234314,100
15_464_0,2023-05-25,7130,2.3000000000000003,0.23368253,0.2611547,23,0.73,0.41031608,0.45079562,73
15_471_0,2023-05-25,544,5.800000000000001,0.48817,0.3694418,58,0.9400000000000001,1.6141567,2.1827636,94
15_482_0,2023-05-25,4903,5.7,1.1040008,0.9031697,57,0.93,3.9400048,4.5360255,93
16_8_0,2023-06-04,6202,6.2,0.7061325,0.5343934,62,0.96,1.5532879,2.100453,96
16_11_0,2023-06-04,2812,4.7,0.9161268,0.72815406,47,0.88,2.8713624,3.872188,88
16_38_0,2023-06-04,516,6.9,0.66579753,0.5756057,69,0.99,1.951722,1.6840029,99
16_57_0,2023-06-04,7941,0.6000000000000001,0.56946826,0.46853375,6,0.31,1.0732507,1.3699374,31
16_82_0,2023-06-04,3426,5.7,0.67937934,0.514147,57,0.93,1.3686194,1.8507328,93
16_109_0,2023-06-04,9856,4.1000000000000005,0.6436108,0.43334594,41,0.85,1.2344706,1.9398887,85
16_153_0,2023-06-04,6697,5.7,0.60735416,0.63429135,57,0.9400000000000001,2.0369272,1.6339937,94
16_176_0,2023-06-04,6355,6.0,0.36803743,0.1746801,60,0.9500000000000001,0.68877107,0.8909421,95
16_229_0,2023-06-04,9953,5.9,0.68042153,0.8109841,59,0.9400000000000001,3.405054,2.8078327,94
16_245_0,2023-06-04,1735,2.0,0.6987832,0.61424065,20,0.63,2.1357195,2.2219787,63
16_258_0,2023-06-04,8960,5.1000000000000005,0.8298884,0.69720596,51,0.91,2.6871493,2.8419318,91
16_284_0,2023-06-04,3432,1.9000000000000001,0.56073856,0.5744909,19,0.65,1.5358108,1.247469,65
16_317_0,2023-06-04,113,5.9,0.8320379,0.64145035,59,0.9400000000000001,2.4203243,3.5546424,94
16_319_0,2023-06-04,1989,5.2,0.9060185,0.6358173,52,0.91,3.0704052,4.5292687,91
16_334_0,2023-06-04,9643,1.2000000000000002,0.75513035,0.7919529,12,0.51,3.2836928,2.7800295,51
16_343_0,2023-06-04,5265,7.0,0.62389535,0.4984968,70,1.0,1.0278773,1.1544707,100
16_357_0,2023-06-04,7753,4.7,0.85839635,0.6350989,47,0.88,2.5605903,3.4084754,88
16_358_0,2023-06-04,9745,1.3,0.13378276,0.10532083,13,0.5700000000000001,0.062820524,1.0E-5,57
16_373_0,2023-06-04,2431,5.800000000000001,0.58639956,0.61589885,58,0.9400000000000001,1.9622916,1.6709795,94
16_396_0,2023-06-04,9182,1.0,0.27873397,0.34878504,10,0.46,0.716541,0.34946004,46
16_418_0,2023-06-04,3744,1.0,0.5707238,0.6169013,10,0.41000000000000003,2.2458231,1.7072682,41
16_422_0,2023-06-04,7245,6.1000000000000005,0.48219404,0.37556213,61,0.96,0.8454084,1.3270522,96
16_424_0,2023-06-04,1763,1.2000000000000002,0.09451125,0.0461374,12,0.5700000000000001,0.4895407,0.6135774,57
16_430_0,2023-06-04,7487,5.7,0.45593563,0.48859143,57,0.9400000000000001,1.242378,1.1742764,94
16_449_0,2023-06-04,8225,3.0,0.8358701,0.80410296,30,0.78,3.1287928,2.7618253,78
16_464_0,2023-06-04,7130,0.7000000000000001,0.4064564,0.28558463,7,0.35000000000000003,0.42676288,0.5403647,35
17_38_0,2023-06-09,516,6.1000000000000005,0.6742489,0.5777505,61,0.92,2.0155234,3.0046992,92
17_73_0,2023-06-09,3002,3.6,0.8522941,0.8148998,36,0.81,3.4124894,3.552082,81
17_109_0,2023-06-09,9856,2.8000000000000003,0.42480743,0.4414028,28,0.75,1.2510595,1.1584455,75
17_176_0,2023-06-09,6355,5.0,0.035652872,0.16510518,50,0.89,0.68062586,0.7044908,89
17_229_0,2023-06-09,9953,2.6,0.9942311,0.7914076,26,0.71,3.3510954,4.4813457,71
17_258_0,2023-06-09,8960,2.8000000000000003,0.6619538,0.76187277,28,0.74,2.9404347,2.996085,74
17_269_0,2023-06-09,3474,3.3000000000000003,0.6155862,0.4897255,33,0.8,1.208858,1.4990046,80
17_274_0,2023-06-09,6093,5.2,1.0683473,0.93308043,52,0.91,4.125529,5.1045737,91
17_307_0,2023-06-09,2058,5.9,0.9171144,0.7682378,59,0.9500000000000001,2.948076,4.401458,95
17_319_0,2023-06-09,1989,4.1000000000000005,0.7500982,0.6606977,41,0.85,3.2866058,3.93637,85
17_334_0,2023-06-09,9643,3.7,1.1070335,0.80756366,37,0.8200000000000001,3.3958528,5.1156325,82
17_396_0,2023-06-09,9182,1.4000000000000001,0.6041876,0.40262717,14,0.52,0.85248655,1.4401747,52
17_447_0,2023-06-09,3281,6.0,0.49350816,0.6094645,60,0.9500000000000001,2.4406908,2.3171315,95
17_482_0,2023-06-09,4903,6.6000000000000005,0.93664163,0.9301851,66,0.98,4.299747,4.974934,98
18_2_0,2023-06-19,6139,1.2000000000000002,0.63288957,0.54823446,12,0.49,2.0975058,2.9024565,49
18_11_0,2023-06-19,2812,5.4,0.7758622,0.74087363,54,0.92,2.890178,3.2415838,92
18_73_0,2023-06-19,3002,5.300000000000001,0.87811553,0.8022974,53,0.91,3.3213103,4.042541,91
18_102_0,2023-06-19,214,5.6000000000000005,0.5021548,0.40831757,56,0.93,0.91303575,1.1722084,93
18_106_0,2023-06-19,956,1.7000000000000002,0.32693583,0.42654005,17,0.62,1.2189589,0.058211368,62
18_153_0,2023-06-19,6697,3.1,0.7920951,0.75913256,31,0.78,2.8980772,3.138288,78
18_245_0,2023-06-19,1735,5.0,0.76596105,0.75386554,50,0.9,3.058824,3.241568,90
18_274_0,2023-06-19,6093,5.9,0.9852929,0.9894505,59,0.9500000000000001,4.504967,4.403688,95
18_284_0,2023-06-19,3432,5.4,0.5446463,0.43701962,54,0.91,0.9820402,1.098032,91
18_307_0,2023-06-19,2058,5.7,0.67177904,0.8239127,57,0.9400000000000001,3.357771,2.0632207,94
18_343_0,2023-06-19,5265,4.800000000000001,0.5125375,0.61072105,48,0.89,1.8243371,1.3830076,89
18_357_0,2023-06-19,7753,5.4,0.737827,0.70024675,54,0.92,2.7341475,3.1183672,92
18_358_0,2023-06-19,9745,1.2000000000000002,0.23747183,0.1430926,12,0.49,0.09021523,1.0E-5,49
18_396_0,2023-06-19,9182,4.3,0.5192249,0.4692847,43,0.87,1.0351913,1.1386493,87
18_430_0,2023-06-19,7487,5.4,0.71001697,0.6667898,54,0.92,2.3700764,2.2692153,92
18_447_0,2023-06-19,3281,6.5,0.87954795,0.6271856,65,0.98,2.61556,3.6195796,98
18_449_0,2023-06-19,8225,0.9,0.7006604,0.82329655,9,0.4,3.149188,3.060409,40
18_482_0,2023-06-19,4903,4.9,0.9642713,0.93080425,49,0.9,4.219336,4.2912803,90
19_2_0,2023-07-09,6139,2.0,0.46772844,0.44234538,20,0.54,1.4117908,1.1968862,54
19_8_0,2023-07-09,6202,5.6000000000000005,1.0220969,0.7418349,56,0.93,3.1231482,4.8201604,93
19_11_0,2023-07-09,2812,3.2,0.5702422,0.5091593,32,0.79,1.7508883,1.7603488,79
19_38_0,2023-07-09,516,0.7000000000000001,0.8797114,0.7069653,7,0.35000000000000003,3.0570023,3.8624048,35
19_57_0,2023-07-09,7941,3.6,0.80350405,0.7163135,36,0.8200000000000001,2.7604916,3.1432192,82
19_73_0,2023-07-09,3002,3.9000000000000004,0.6687411,0.57040364,39,0.84,2.1974852,2.2532566,84
19_82_0,2023-07-09,3426,0.7000000000000001,0.91858864,0.695178,7,0.33,3.0536659,4.129358,33
19_102_0,2023-07-09,214,1.7000000000000002,0.4333111,0.3696686,17,0.55,0.74857295,0.8943398,55
19_106_0,2023-07-09,956,2.2,1.0613974,0.71789205,22,0.67,2.9457114,4.8657713,67
19_109_0,2023-07-09,9856,3.1,0.50127685,0.4009799,31,0.79,0.915026,1.2475979,79
19_145_0,2023-07-09,3134,4.3,0.9762917,0.7388471,43,0.86,3.504709,4.7392864,86
19_153_0,2023-07-09,6697,1.1,0.9640428,0.6881896,11,0.47000000000000003,3.0648422,4.5342546,47
19_171_0,2023-07-09,5774,5.800000000000001,0.957367,0.68206346,58,0.9400000000000001,3.199135,4.752088,94
19_176_0,2023-07-09,6355,2.6,1.0E-5,0.0068829823,26,0.73,0.25965318,0.24513559,73
19_213_0,2023-07-09,3880,2.9000000000000004,0.6308938,0.4139121,29,0.78,1.3756381,2.000574,78
19_229_0,2023-07-09,9953,2.8000000000000003,0.68491274,0.5810367,28,0.74,2.214888,2.5338795,74
19_245_0,2023-07-09,1735,1.4000000000000001,0.9680353,0.77531374,14,0.54,3.5705101,4.645626,54
19_247_0,2023-07-09,9664,5.6000000000000005,0.7490944,0.5669066,56,0.93,2.0798614,2.8125186,93
19_258_0,2023-07-09,8960,5.800000000000001,0.92369163,0.8028128,58,0.9400000000000001,3.2547963,3.9331906,94
19_269_0,2023-07-09,3474,0.2,0.8696487,0.6904519,2,0.13,2.5918093,3.4995108,13
19_274_0,2023-07-09,6093,5.7,1.0353568,0.88483334,57,0.93,4.066569,4.933784,93
19_280_0,2023-07-09,275,1.3,0.98038346,0.7037726,13,0.51,3.013324,4.488084,51
19_284_0,2023-07-09,3432,2.3000000000000003,0.057589527,0.17618194,23,0.6900000000000001,0.2982398,0.14279701,69
19_307_0,2023-07-09,2058,5.800000000000001,0.88145345,0.7568517,58,0.9400000000000001,3.129776,3.974166,94
19_317_0,2023-07-09,113,0.5,0.92822355,0.7024696,5,0.27,2.9539557,3.9945233,27
19_319_0,2023-07-09,1989,5.0,0.6475841,0.49914262,50,0.9,1.8998017,2.069714,90
19_334_0,2023-07-09,9643,5.4,0.7017351,0.62835616,54,0.92,2.2962914,2.4909317,92
19_339_0,2023-07-09,5203,1.5,0.9892508,0.68845546,15,0.56,3.3333712,4.9651446,56
19_343_0,2023-07-09,5265,5.1000000000000005,0.8863175,0.66121185,51,0.9,2.757221,4.0298014,90
19_357_0,2023-07-09,7753,3.2,0.5728765,0.49207735,32,0.79,1.7024548,1.7739152,79
19_358_0,2023-07-09,9745,1.1,0.08300982,0.110761754,11,0.46,0.19425869,0.32239145,46
19_373_0,2023-07-09,2431,6.0,1.0136933,0.8738097,60,0.9500000000000001,3.5042043,4.802643,95
19_396_0,2023-07-09,9182,2.6,0.39996946,0.4293345,26,0.75,0.880433,0.8623057,75
19_418_0,2023-07-09,3744,5.2,0.7024435,0.49471733,52,0.91,1.6683453,2.517188,91
19_422_0,2023-07-09,7245,5.0,0.8983748,0.64263064,50,0.9,2.8407485,4.265005,90
19_424_0,2023-07-09,1763,0.7000000000000001,0.039267294,0.029717065,7,0.34,0.37200603,0.5030498,34
19_430_0,2023-07-09,7487,6.0,0.9617016,0.6955763,60,0.9500000000000001,3.0005057,4.727392,95
19_441_0,2023-07-09,7215,3.4000000000000004,0.86834,0.6970214,34,0.8,2.9070706,3.9731379,80
19_449_0,2023-07-09,8225,1.4000000000000001,0.6668516,0.71664727,14,0.53,2.667738,2.2813911,53
19_455_0,2023-07-09,7579,3.2,0.54366106,0.41143683,32,0.79,1.1642213,1.5743328,79
19_464_0,2023-07-09,7130,5.2,0.64672804,0.58632684,52,0.91,1.7796118,2.0088232,91
19_471_0,2023-07-09,544,3.9000000000000004,0.9575948,0.7246974,39,0.84,3.2724528,4.4252152,84
19_482_0,2023-07-09,4903,5.5,0.8893157,0.78806347,55,0.93,3.2078252,3.553398,93
19_499_0,2023-07-09,7911,6.1000000000000005,0.91261214,0.65336597,61,0.9500000000000001,2.8297634,4.199183,95
21_11_0,2023-08-03,2812,0.5,0.12018716,0.1703909,5,0.28,0.41448125,0.1818012,28
21_73_0,2023-08-03,3002,0.5,1.0E-5,0.1570309,5,0.26,0.52866423,1.0E-5,26
21_102_0,2023-08-03,214,0.7000000000000001,0.12629905,0.12129765,7,0.32,0.38278222,1.0E-5,32
21_109_0,2023-08-03,9856,2.0,0.21300335,0.24063256,20,0.64,0.2331998,1.0E-5,64
21_153_0,2023-08-03,6697,0.2,0.07572566,0.2525369,2,0.15,1.0031751,1.0E-5,15
21_171_0,2023-08-03,5774,0.2,0.29695374,0.2995911,2,0.12,1.0101726,0.40808833,12
21_176_0,2023-08-03,6355,0.4,1.0E-5,0.02248645,4,0.25,0.048308186,1.0E-5,25
21_213_0,2023-08-03,3880,0.30000000000000004,1.0E-5,0.12511249,3,0.13,0.5383725,0.3518774,13
21_229_0,2023-08-03,9953,0.4,0.06860127,0.20179802,4,0.26,0.5340194,1.0E-5,26
21_280_0,2023-08-03,275,0.5,0.3333204,0.35400334,5,0.24,1.0370992,0.33495358,24
21_307_0,2023-08-03,2058,0.2,0.2638199,0.28603747,2,0.12,0.78022027,1.0E-5,12
21_319_0,2023-08-03,1989,0.7000000000000001,1.0E-5,0.10977729,7,0.39,0.5356862,0.24372809,39
21_334_0,2023-08-03,9643,0.4,0.14662123,0.23757821,4,0.25,0.49081072,1.0E-5,25
21_339_0,2023-08-03,5203,0.2,0.21702023,0.3547621,2,0.13,1.2458986,0.36897117,13
21_350_0,2023-08-03,3179,0.4,0.24687472,0.15138836,4,0.26,0.018437393,1.0E-5,26
21_357_0,2023-08-03,7753,0.5,0.08372789,0.15501407,5,0.28,0.4152178,0.05901624,28
21_373_0,2023-08-03,2431,1.0,0.70334023,0.64667386,10,0.4,2.0284853,1.8009852,40
21_396_0,2023-08-03,9182,0.7000000000000001,0.19741966,0.25934958,7,0.29,0.29485214,1.0E-5,29
21_418_0,2023-08-03,3744,1.5,0.1863553,0.25975743,15,0.63,0.5587802,0.052310985,63
21_422_0,2023-08-03,7245,0.4,0.2929378,0.37570754,4,0.23,0.992669,0.17594275,23
21_430_0,2023-08-03,7487,0.6000000000000001,0.22639786,0.31583798,6,0.34,1.0716796,0.35252017,34
21_464_0,2023-08-03,7130,0.6000000000000001,0.2086838,0.30280656,6,0.32,0.57045317,0.13631149,32
21_499_0,2023-08-03,7911,0.2,0.30061203,0.3735153,2,0.13,1.1099278,0.37838742,13
22_11_0,2023-08-08,2812,1.3,0.059510097,0.1211495,13,0.48,0.25623068,0.13213262,48
22_102_0,2023-08-08,214,0.8,1.0E-5,0.078332424,8,0.39,0.32590234,0.6378395,39
22_171_0,2023-08-08,5774,0.5,0.11900638,0.2106613,5,0.26,0.59242415,0.26274717,26
22_213_0,2023-08-08,3880,0.5,1.0E-5,0.07774008,5,0.25,0.36999196,0.30380625,25
22_274_0,2023-08-08,6093,0.9,1.0E-5,0.17124587,9,0.37,1.0034763,0.4212541,37
22_307_0,2023-08-08,2058,0.7000000000000001,0.042350054,0.1804036,7,0.35000000000000003,0.2893277,0.16802074,35
22_319_0,2023-08-08,1989,0.6000000000000001,1.0E-5,0.043917235,6,0.3,0.33820355,0.30181575,30
22_357_0,2023-08-08,7753,1.3,0.050092727,0.105925575,13,0.48,0.25986746,0.26001287,48
22_396_0,2023-08-08,9182,1.6,0.21022432,0.22734974,16,0.58,0.21123101,0.25452378,58
22_422_0,2023-08-08,7245,2.8000000000000003,0.3191772,0.2972173,28,0.74,0.6577837,0.45614865,74
22_455_0,2023-08-08,7579,1.1,1.0E-5,0.16435881,11,0.47000000000000003,0.35464647,0.3136443,47
22_464_0,2023-08-08,7130,1.1,0.17260332,0.24456742,11,0.46,0.36093882,0.23231913,46
22_471_0,2023-08-08,544,0.5,1.0E-5,0.18697199,5,0.24,0.91601896,0.3039798,24
23_38_0,2023-08-13,516,0.2,1.0E-5,0.012531606,2,0.11,0.24583855,0.14504378,11
23_82_0,2023-08-13,3426,0.2,0.03277949,0.047087774,2,0.11,0.30052662,0.3823808,11
23_145_0,2023-08-13,3134,0.4,0.035380486,0.031736694,4,0.22,0.20852835,0.22324266,22
23_153_0,2023-08-13,6697,0.1,0.060420666,0.046427593,1,0.06,0.14881463,0.33452797,6
23_171_0,2023-08-13,5774,0.6000000000000001,0.03850495,0.10954463,6,0.3,0.20203264,1.0E-5,30
23_176_0,2023-08-13,6355,0.2,0.059812855,0.033664864,2,0.13,9.2803375E-6,1.0E-5,13
23_213_0,2023-08-13,3880,0.7000000000000001,0.025060283,0.024169015,7,0.35000000000000003,0.20970422,0.020050993,35
23_245_0,2023-08-13,1735,0.1,0.084519766,0.063697234,1,0.06,0.24886617,0.38665998,6
23_258_0,2023-08-13,8960,0.4,0.1304175,0.09869856,4,0.18,0.08368347,0.11316202,18
23_269_0,2023-08-13,3474,0.6000000000000001,0.35010654,0.24044435,6,0.28,0.3631022,0.5658813,28
23_280_0,2023-08-13,275,0.5,0.03400481,0.150202,5,0.25,0.16503179,0.02461888,25
23_334_0,2023-08-13,9643,0.2,0.10972408,0.08739065,2,0.12,9.2803375E-6,1.0E-5,12
23_350_0,2023-08-13,3179,1.3,0.07764613,0.13000454,13,0.45,0.026624344,0.05441754,45
23_430_0,2023-08-13,7487,0.4,0.048129562,0.123519294,4,0.23,0.118222736,1.0E-5,23
23_455_0,2023-08-13,7579,1.0,0.12048815,0.099716164,10,0.44,0.13516687,1.0E-5,44
23_482_0,2023-08-13,4903,0.30000000000000004,0.17448749,0.08686923,3,0.16,0.23775975,0.13209575,16
24_8_0,2023-08-18,6202,0.2,0.0010139575,7.673522E-4,2,0.12,7.3950137E-6,1.0E-5,12
24_57_0,2023-08-18,7941,0.30000000000000004,0.06790014,0.21766923,3,0.13,0.31707087,1.0E-5,13
24_247_0,2023-08-18,9664,1.0,0.03856749,0.029187461,10,0.42,7.3950137E-6,1.0E-5,42
24_269_0,2023-08-18,3474,0.8,0.22256507,0.23141383,8,0.36,0.34818602,0.28887713,36
24_317_0,2023-08-18,113,0.5,1.0E-5,8.558567E-6,5,0.24,0.2655848,0.3481681,24
24_343_0,2023-08-18,5265,0.1,0.16635914,0.14087994,1,0.06,0.09934818,1.0E-5,6
24_358_0,2023-08-18,9745,0.5,0.9687415,0.73044187,5,0.26,3.3038378,4.6883297,26
24_396_0,2023-08-18,9182,0.6000000000000001,0.18191288,0.21403822,6,0.31,0.20127295,0.09513855,31
24_424_0,2023-08-18,1763,0.8,0.94003004,0.7222402,8,0.39,3.012001,4.302341,39
24_482_0,2023-08-18,4903,0.30000000000000004,0.05086635,0.07500245,3,0.17,0.22466575,0.56206554,17
25_11_0,2023-08-28,2812,1.0,0.0128409965,0.030321805,10,0.44,0.03873934,1.0E-5,44
25_38_0,2023-08-28,516,0.9,0.042995155,0.17835493,9,0.42,0.9964321,0.6036028,42
25_57_0,2023-08-28,7941,1.0,0.5186689,0.24798161,10,0.43,0.48886338,0.9360685,43
25_73_0,2023-08-28,3002,0.9,3.0655964E-4,1.9885546E-4,9,0.4,0.18582527,0.2876186,40
25_82_0,2023-08-28,3426,1.0,0.098656155,0.06395243,10,0.43,0.28438628,0.31102076,43
25_145_0,2023-08-28,3134,0.7000000000000001,0.04096736,0.033419095,7,0.33,0.23281263,0.3034047,33
25_153_0,2023-08-28,6697,0.8,1.0E-5,0.02179459,8,0.39,0.15780003,0.12922266,39
25_171_0,2023-08-28,5774,0.5,1.0E-5,0.17813243,5,0.24,0.5283113,0.20313314,24
25_176_0,2023-08-28,6355,0.6000000000000001,0.052369006,0.04404204,6,0.29,8.614151E-6,1.0E-5,29
25_213_0,2023-08-28,3880,1.1,0.08455309,0.22739364,11,0.47000000000000003,0.9169695,0.2271083,47
25_229_0,2023-08-28,9953,1.0,0.028822245,0.12825441,10,0.43,0.20687509,1.0E-5,43
25_245_0,2023-08-28,1735,1.4000000000000001,0.056271646,0.057228025,14,0.54,0.17646801,0.111829676,54
25_269_0,2023-08-28,3474,1.2000000000000002,0.16471067,0.2682564,12,0.49,0.41976428,0.25960538,49
25_280_0,2023-08-28,275,0.6000000000000001,0.10305962,0.22041945,6,0.3,0.49524406,0.18283412,30
25_284_0,2023-08-28,3432,1.7000000000000002,0.33669183,0.28981823,17,0.53,0.60605097,0.74279475,53
25_317_0,2023-08-28,113,0.8,1.0E-5,0.057996247,8,0.39,0.262709,0.26583686,39
25_334_0,2023-08-28,9643,0.6000000000000001,1.0E-5,0.19516687,6,0.29,0.514412,1.0E-5,29
25_339_0,2023-08-28,5203,0.7000000000000001,0.056943264,0.27828747,7,0.32,0.96723527,1.0E-5,32
25_343_0,2023-08-28,5265,1.4000000000000001,0.16212246,0.14120139,14,0.55,0.14347894,0.29328918,55
25_357_0,2023-08-28,7753,1.0,0.011685952,0.024424616,10,0.44,0.05323277,1.0E-5,44
25_358_0,2023-08-28,9745,2.3000000000000003,0.6900077,0.736182,23,0.64,3.0768929,2.7753332,64
25_373_0,2023-08-28,2431,1.4000000000000001,0.16267198,0.25042948,14,0.53,0.58061326,0.18933068,53
25_396_0,2023-08-28,9182,1.3,0.2933423,0.21726704,13,0.52,0.25115734,0.42040935,52
25_418_0,2023-08-28,3744,1.1,1.0E-5,0.038634006,11,0.48,0.009784109,1.0E-5,48
25_422_0,2023-08-28,7245,1.1,1.0E-5,0.08998236,11,0.46,0.3644597,0.4475432,46
25_424_0,2023-08-28,1763,2.1,0.70754725,0.69607764,21,0.61,2.7673705,2.4882889,61
25_430_0,2023-08-28,7487,0.6000000000000001,0.12161886,0.10611337,6,0.31,0.07874388,1.0E-5,31
25_441_0,2023-08-28,7215,0.9,0.35624337,0.26960114,9,0.36,0.4796546,0.64861894,36
25_447_0,2023-08-28,3281,0.6000000000000001,0.10219754,0.077341996,6,0.3,0.09263133,0.12526187,30
25_449_0,2023-08-28,8225,2.3000000000000003,0.7389019,0.5995007,23,0.66,2.3456924,3.0749192,66
25_455_0,2023-08-28,7579,1.4000000000000001,0.27248994,0.16882257,14,0.54,0.09158716,0.104583114,54
25_464_0,2023-08-28,7130,1.3,0.25707218,0.20326616,13,0.52,0.2668614,0.35881564,52
25_471_0,2023-08-28,544,0.6000000000000001,0.008427995,0.005033867,6,0.29,0.07233488,1.0E-5,29
25_482_0,2023-08-28,4903,0.6000000000000001,1.0E-5,0.046005737,6,0.29,0.17304657,1.0E-5,29
25_499_0,2023-08-28,7911,0.8,0.029499993,0.18755758,8,0.39,0.32857952,0.10889907,39
27_8_0,2023-09-22,6202,0.9,0.07522917,0.17791997,9,0.38,0.44095457,0.46469298,38
27_38_0,2023-09-22,516,5.5,0.80883837,0.69717383,55,0.93,3.4721012,3.7611725,93
27_57_0,2023-09-22,7941,0.30000000000000004,0.105986156,0.2426763,3,0.18,0.68031245,0.6639138,18
27_102_0,2023-09-22,214,0.8,0.51471275,0.5152992,8,0.36,1.6586944,1.4462545,36
27_106_0,2023-09-22,956,1.2000000000000002,0.02899415,0.030858839,12,0.47000000000000003,0.28935885,0.1593102,47
27_171_0,2023-09-22,5774,0.5,0.65796643,0.5700763,5,0.25,2.423927,2.0833974,25
27_213_0,2023-09-22,3880,0.9,0.89499635,0.6797229,9,0.41000000000000003,3.1978717,4.017989,41
