system:index,date,class_id,LAI_MODIS,FVC_crudo,FVC_gf,LAI_MODIS_raw,FPAR_MODIS,LAI_gf,LAI_crudo,FPAR_MODIS_raw
5_482_0,2023-02-04,4903,1.8,0.6009697,0.5906647,18,0.59,1.6623789,1.6732067,59
5_499_0,2023-02-04,7911,0.7000000000000001,0.181022,0.18190742,7,0.4,0.34797874,0.3760064,40
6_2_0,2023-02-09,6139,0.9,0.059441805,0.101604916,9,0.36,0.25321105,0.29515335,36
6_38_0,2023-02-09,516,0.6000000000000001,0.10228497,0.0919732,6,0.3,0.23454246,0.29976267,30
6_57_0,2023-02-09,7941,0.7000000000000001,0.044696636,0.013138039,7,0.32,0.43981197,0.41041252,32
6_73_0,2023-02-09,3002,0.5,0.01689041,0.009573479,5,0.25,0.14654216,0.1558526,25
6_82_0,2023-02-09,3426,0.6000000000000001,1.0E-5,0.0146300765,6,0.28,0.24747126,0.37204435,28
6_106_0,2023-02-09,956,0.5,1.0E-5,0.014720315,5,0.26,0.22292832,0.21425137,26
6_145_0,2023-02-09,3134,0.5,1.0E-5,1.0015411E-5,5,0.23,0.44435504,0.5007814,23
6_153_0,2023-02-09,6697,0.4,0.029109532,0.0100799585,4,0.23,0.32892498,0.19929409,23
6_171_0,2023-02-09,5774,0.30000000000000004,1.0E-5,0.0046397876,3,0.17,0.18008046,0.13625248,17
6_176_0,2023-02-09,6355,0.5,1.0E-5,1.0015411E-5,5,0.23,0.664789,0.6969432,23
6_213_0,2023-02-09,3880,0.7000000000000001,0.009664357,0.009999498,7,0.35000000000000003,0.29651046,0.31164587,35
6_229_0,2023-02-09,9953,0.4,0.0035949973,0.004345681,4,0.23,0.33298287,0.3594228,23
6_245_0,2023-02-09,1735,0.6000000000000001,0.034084756,0.016912658,6,0.29,0.25069433,0.18612643,29
6_247_0,2023-02-09,9664,0.5,0.020034222,0.0030993312,5,0.25,0.3666043,0.5147203,25
6_258_0,2023-02-09,8960,0.4,0.06031646,0.050978296,4,0.21,0.14046802,0.10385492,21
6_269_0,2023-02-09,3474,0.8,0.0470385,0.07471631,8,0.38,0.28578728,0.32407278,38
6_274_0,2023-02-09,6093,0.5,0.009199074,0.0016924528,5,0.25,0.48682293,0.54639155,25
6_280_0,2023-02-09,275,0.30000000000000004,1.0E-5,1.0015411E-5,3,0.2,0.4861681,0.4843557,20
6_307_0,2023-02-09,2058,0.5,0.035232555,0.013510994,5,0.24,0.35758415,0.5188479,24
6_319_0,2023-02-09,1989,0.5,0.011090057,0.0038163904,5,0.24,0.23438369,0.344067,24
6_334_0,2023-02-09,9643,0.4,1.0E-5,0.011151942,4,0.21,0.18979703,0.20715104,21
6_339_0,2023-02-09,5203,0.4,1.0E-5,0.012106335,4,0.23,0.47776264,0.49178952,23
6_343_0,2023-02-09,5265,0.5,0.014585142,0.0026785939,5,0.24,0.2702827,0.33313167,24
6_350_0,2023-02-09,3179,0.5,0.023645123,0.021800026,5,0.25,0.31122765,0.3095894,25
6_357_0,2023-02-09,7753,0.6000000000000001,0.011566671,0.02066677,6,0.3,0.2955236,0.42767003,30
6_358_0,2023-02-09,9745,0.5,0.01638623,0.03948156,5,0.25,0.39280736,0.19860344,25
6_373_0,2023-02-09,2431,0.5,0.070745274,0.023461146,5,0.25,0.25495747,1.0E-5,25
6_396_0,2023-02-09,9182,0.5,1.0E-5,0.00744434,5,0.27,0.3231072,0.31179795,27
6_418_0,2023-02-09,3744,0.6000000000000001,1.0E-5,1.0015411E-5,6,0.27,0.34175253,0.5219062,27
6_422_0,2023-02-09,7245,1.3,0.102216564,0.098292835,13,0.52,0.2364096,0.24962892,52
6_430_0,2023-02-09,7487,0.5,0.020879714,0.005361095,5,0.23,0.28843263,0.28442,23
6_447_0,2023-02-09,3281,0.6000000000000001,0.04142135,0.03479474,6,0.3,0.23573652,0.26170275,30
6_449_0,2023-02-09,8225,0.5,0.015337514,0.0028163465,5,0.23,0.19504055,0.15969388,23
6_455_0,2023-02-09,7579,0.6000000000000001,0.042011436,0.018912794,6,0.32,0.29867268,0.32608697,32
6_464_0,2023-02-09,7130,0.4,0.030719575,0.007123556,4,0.23,0.37275532,0.42584285,23
6_471_0,2023-02-09,544,0.5,0.012238324,0.009927744,5,0.22,0.3053458,0.34835032,22
6_482_0,2023-02-09,4903,2.2,0.6736847,0.57749814,22,0.6900000000000001,1.601722,1.8503056,69
6_499_0,2023-02-09,7911,1.2000000000000002,0.1911762,0.16005659,12,0.5,0.31730914,0.36491016,50
7_2_0,2023-02-14,6139,1.3,0.11306107,0.078824,13,0.44,0.22610652,1.0E-5,44
7_11_0,2023-02-14,2812,0.8,0.03625268,0.008155081,8,0.36,0.27131093,1.0E-5,36
7_38_0,2023-02-14,516,0.7000000000000001,0.109005086,0.091333374,7,0.34,0.23229289,1.0E-5,34
7_73_0,2023-02-14,3002,0.30000000000000004,1.0E-5,0.009984074,3,0.19,0.13139358,1.0E-5,19
7_82_0,2023-02-14,3426,0.7000000000000001,0.04566827,0.019132065,7,0.32,0.21373606,1.0E-5,32
7_102_0,2023-02-14,214,0.30000000000000004,0.017513545,0.004689382,3,0.19,0.15317799,0.17627548,19
7_229_0,2023-02-14,9953,0.5,0.021503009,0.0045075524,5,0.25,0.3376711,0.22121306,25
7_247_0,2023-02-14,9664,0.5,1.0E-5,0.0031384446,5,0.24,0.37852865,1.0E-5,24
7_307_0,2023-02-14,2058,0.5,0.014779574,0.013266934,5,0.24,0.35205296,1.0E-5,24
7_319_0,2023-02-14,1989,0.6000000000000001,0.013789011,0.0041599567,6,0.27,0.20604703,1.0E-5,27
7_339_0,2023-02-14,5203,0.4,0.07949485,0.013963729,4,0.22,0.48041436,0.49516928,22
7_357_0,2023-02-14,7753,0.8,0.011650428,0.014946616,8,0.36,0.27696243,1.0E-5,36
7_424_0,2023-02-14,1763,0.30000000000000004,0.05185529,0.03283274,3,0.18,0.28181663,1.0E-5,18
7_447_0,2023-02-14,3281,0.4,0.10112996,0.03309144,4,0.2,0.24385218,0.021333544,20
7_471_0,2023-02-14,544,0.5,0.030989561,0.008556269,5,0.26,0.29673016,0.15045105,26
7_499_0,2023-02-14,7911,0.7000000000000001,0.1459596,0.13260686,7,0.32,0.28190953,1.0E-5,32
8_2_0,2023-02-19,6139,0.8,0.046343837,0.061002545,8,0.28,0.20136076,0.23625255,28
8_8_0,2023-02-19,6202,0.5,1.0E-5,0.0013713707,5,0.29,0.54719186,0.5194332,29
8_11_0,2023-02-19,2812,0.8,1.0E-5,0.00703335,8,0.39,0.268156,0.2785204,39
8_38_0,2023-02-19,516,0.7000000000000001,0.07771542,0.10844569,7,0.35000000000000003,0.2439335,0.30152157,35
8_57_0,2023-02-19,7941,0.6000000000000001,1.0E-5,0.025918934,6,0.25,0.4203896,0.44969973,25
8_73_0,2023-02-19,3002,0.5,0.006699346,0.00980241,5,0.25,0.115182914,0.16699502,25
8_82_0,2023-02-19,3426,0.6000000000000001,0.031752802,0.02025215,6,0.27,0.23308758,0.16344029,27
8_102_0,2023-02-19,214,0.30000000000000004,1.0E-5,0.004314808,3,0.22,0.1510815,0.13815172,22
8_106_0,2023-02-19,956,0.6000000000000001,1.0E-5,0.0030699817,6,0.35000000000000003,0.1726757,0.14742962,35
8_109_0,2023-02-19,9856,1.0,0.072160065,0.06803678,10,0.43,0.2598544,0.24054396,43
8_145_0,2023-02-19,3134,0.30000000000000004,1.0E-5,9.979293E-6,3,0.17,0.4488862,0.475134,17
8_153_0,2023-02-19,6697,0.5,0.013348673,0.013743521,5,0.24,0.24916257,0.22690532,24
8_171_0,2023-02-19,5774,0.30000000000000004,1.0E-5,0.0018007514,3,0.18,0.18215333,0.19318587,18
8_176_0,2023-02-19,6355,0.5,1.0E-5,9.462026E-6,5,0.28,0.6505989,0.6685501,28
8_213_0,2023-02-19,3880,0.5,1.0E-5,0.004683512,5,0.25,0.2968338,0.32258457,25
8_229_0,2023-02-19,9953,0.6000000000000001,1.0E-5,0.004376079,6,0.28,0.32456952,0.39877254,28
8_245_0,2023-02-19,1735,0.8,0.019093404,0.018610284,8,0.39,0.21384354,0.18497649,39
8_247_0,2023-02-19,9664,0.4,1.0E-5,0.0029184213,4,0.21,0.40954643,0.49447545,21
8_258_0,2023-02-19,8960,0.5,0.04321494,0.04510906,5,0.24,0.122295804,0.15144184,24
8_269_0,2023-02-19,3474,1.4000000000000001,6.982764E-4,0.048852436,14,0.52,0.3059242,0.34463596,52
8_274_0,2023-02-19,6093,0.5,1.0E-5,0.0058234087,5,0.29,0.49565998,0.47405437,29
8_280_0,2023-02-19,275,0.30000000000000004,1.0E-5,9.462026E-6,3,0.17,0.47521338,0.5375669,17
8_284_0,2023-02-19,3432,0.5,1.0E-5,0.020795422,5,0.31,0.22777884,0.26610586,31
8_307_0,2023-02-19,2058,0.6000000000000001,1.0E-5,0.013208478,6,0.26,0.37777016,0.46425235,26
8_317_0,2023-02-19,113,0.6000000000000001,1.0E-5,0.0040395064,6,0.25,0.5578353,0.57113963,25
8_319_0,2023-02-19,1989,0.5,1.0E-5,0.0040562674,5,0.27,0.1976352,0.17504081,27
8_334_0,2023-02-19,9643,0.5,1.0E-5,0.0012134667,5,0.29,0.1784866,0.15956964,29
8_339_0,2023-02-19,5203,0.5,1.0E-5,0.014067659,5,0.23,0.46333274,0.5166228,23
8_343_0,2023-02-19,5265,0.8,1.0E-5,0.0026090369,8,0.38,0.31184003,0.3134506,38
8_350_0,2023-02-19,3179,0.6000000000000001,0.01330201,0.02165939,6,0.29,0.3410171,0.36901602,29
8_357_0,2023-02-19,7753,0.8,1.0E-5,0.013967085,8,0.39,0.29930568,0.30720282,39
8_358_0,2023-02-19,9745,0.9,0.040684517,0.04814053,9,0.4,0.33997467,0.3997977,40
8_373_0,2023-02-19,2431,0.5,1.0E-5,0.030185908,5,0.28,0.25274065,0.28785577,28
8_396_0,2023-02-19,9182,0.7000000000000001,0.007243125,0.009053525,7,0.3,0.38835052,0.39104572,30
8_418_0,2023-02-19,3744,0.5,1.0E-5,9.979293E-6,5,0.23,0.3169457,0.28821945,23
8_422_0,2023-02-19,7245,0.6000000000000001,0.07745183,0.07539552,6,0.29,0.19424574,0.20383683,29
8_424_0,2023-02-19,1763,0.9,0.023931788,0.032529946,9,0.32,0.2886258,0.3872546,32
8_430_0,2023-02-19,7487,0.4,1.0E-5,0.004940374,4,0.18,0.30144867,0.2889971,18
8_441_0,2023-02-19,7215,0.30000000000000004,0.023539582,0.01178001,3,0.22,0.086174496,0.0060701715,22
8_447_0,2023-02-19,3281,0.5,1.0E-5,0.028625311,5,0.28,0.25802463,0.36941022,28
8_449_0,2023-02-19,8225,0.5,1.0E-5,0.0027432006,5,0.29,0.18515505,0.16141067,29
8_455_0,2023-02-19,7579,0.5,1.0E-5,0.01450167,5,0.29,0.28805724,0.29172564,29
8_464_0,2023-02-19,7130,0.6000000000000001,1.0E-5,0.0099303555,6,0.29,0.4303114,0.43076286,29
8_471_0,2023-02-19,544,0.30000000000000004,1.0E-5,0.007795166,3,0.2,0.2967694,0.34794798,20
8_482_0,2023-02-19,4903,1.4000000000000001,0.49454707,0.4920623,14,0.49,1.3104333,1.2783474,49
8_499_0,2023-02-19,7911,1.2000000000000002,0.057399273,0.103379704,12,0.48,0.2766617,0.2763384,48
9_2_0,2023-02-24,6139,1.3,0.020633126,0.050512414,13,0.45,0.21844734,0.27630064,45
9_8_0,2023-02-24,6202,0.8,1.0E-5,0.0017340608,8,0.33,0.56816995,0.5199252,33
9_11_0,2023-02-24,2812,1.1,1.0E-5,0.006934568,11,0.46,0.27893272,0.2621011,46
9_38_0,2023-02-24,516,0.8,0.06967407,0.11331645,8,0.39,0.2349134,0.26468432,39
9_57_0,2023-02-24,7941,0.7000000000000001,1.0E-5,0.03845398,7,0.31,0.4312261,0.44901124,31
9_73_0,2023-02-24,3002,0.4,0.012275055,0.008231378,4,0.21,0.122336835,0.17178516,21
9_82_0,2023-02-24,3426,1.0,0.028689196,0.020499222,10,0.39,0.26288217,0.17525652,39
9_102_0,2023-02-24,214,0.30000000000000004,0.0019329436,0.0041123945,3,0.19,0.15379354,0.14456423,19
9_106_0,2023-02-24,956,0.6000000000000001,1.0E-5,0.0012251548,6,0.29,0.16922368,0.14160188,29
9_109_0,2023-02-24,9856,1.1,0.04487477,0.055310328,11,0.48,0.2783789,0.21059777,48
9_145_0,2023-02-24,3134,0.5,1.0E-5,1.0108733E-5,5,0.23,0.46879956,0.4872056,23
9_153_0,2023-02-24,6697,0.5,0.0159011,0.012739198,5,0.24,0.31262064,0.2510508,24
9_171_0,2023-02-24,5774,0.5,1.0E-5,8.977908E-4,5,0.24,0.19410887,0.18508238,24
9_176_0,2023-02-24,6355,0.5,1.0E-5,9.907876E-6,5,0.28,0.67854947,0.7784334,28
9_213_0,2023-02-24,3880,0.5,1.0E-5,0.0035082232,5,0.23,0.31253728,0.34159568,23
9_229_0,2023-02-24,9953,0.5,1.0E-5,0.004282147,5,0.29,0.3159114,0.37201706,29
9_245_0,2023-02-24,1735,0.5,0.018719891,0.017260378,5,0.24,0.25010946,0.19389278,24
9_247_0,2023-02-24,9664,0.5,1.0E-5,0.0024771073,5,0.23,0.44547555,0.5419267,23
9_258_0,2023-02-24,8960,0.5,0.04888583,0.03847538,5,0.24,0.15513474,0.0862811,24
9_269_0,2023-02-24,3474,1.1,0.0074990233,0.045309786,11,0.46,0.3045967,0.2585577,46
9_274_0,2023-02-24,6093,0.5,1.0E-5,0.008949846,5,0.25,0.52387226,0.46850714,25
9_280_0,2023-02-24,275,0.5,1.0E-5,0.0044068303,5,0.25,0.5024253,0.5119622,25
9_284_0,2023-02-24,3432,0.8,1.0E-5,0.039293975,8,0.39,0.2526989,0.26677078,39
9_307_0,2023-02-24,2058,0.5,1.0E-5,0.0112651205,5,0.23,0.42824078,0.48444137,23
9_317_0,2023-02-24,113,0.7000000000000001,1.0E-5,0.006411072,7,0.33,0.5845894,0.59651846,33
9_319_0,2023-02-24,1989,0.9,1.0E-5,0.0036944002,9,0.45,0.19954212,0.1754924,45
9_334_0,2023-02-24,9643,0.5,1.0E-5,1.0E-5,5,0.24,0.18961611,0.15774445,24
9_339_0,2023-02-24,5203,0.5,1.0E-5,0.013388651,5,0.25,0.43712834,0.51161045,25
9_343_0,2023-02-24,5265,0.7000000000000001,1.0E-5,0.0022678652,7,0.31,0.33744553,0.33707845,31
9_350_0,2023-02-24,3179,0.4,0.019997237,0.022308959,4,0.21,0.362464,0.3598401,21
9_357_0,2023-02-24,7753,1.1,0.011833172,0.014611428,11,0.46,0.32776964,0.29811603,46
9_358_0,2023-02-24,9745,0.5,0.055133935,0.049855486,5,0.25,0.34868416,0.3900723,25
9_373_0,2023-02-24,2431,0.4,1.0E-5,0.05059191,4,0.22,0.26378596,0.28770694,22
9_396_0,2023-02-24,9182,0.7000000000000001,0.018630316,0.009550641,7,0.31,0.4129924,0.38103536,31
9_418_0,2023-02-24,3744,0.7000000000000001,1.0E-5,1.0108733E-5,7,0.35000000000000003,0.32788548,0.26709658,35
9_422_0,2023-02-24,7245,0.8,0.056808714,0.098116174,8,0.31,0.22671609,0.18096502,31
9_424_0,2023-02-24,1763,0.4,0.027760323,0.038957927,4,0.22,0.30879694,0.3418156,22
9_430_0,2023-02-24,7487,0.30000000000000004,1.0E-5,0.0041400907,3,0.16,0.31927824,0.28396672,16
9_441_0,2023-02-24,7215,0.30000000000000004,0.018038066,0.011607589,3,0.21,0.08864044,1.0E-5,21
9_447_0,2023-02-24,3281,0.30000000000000004,1.0E-5,0.024533013,3,0.15,0.28817523,0.40457103,15
9_449_0,2023-02-24,8225,0.7000000000000001,1.0E-5,0.002384411,7,0.34,0.22369793,0.15555444,34
9_455_0,2023-02-24,7579,0.6000000000000001,1.0E-5,0.010428491,6,0.29,0.29104444,0.2882082,29
9_464_0,2023-02-24,7130,0.5,0.009094294,0.009784064,5,0.25,0.4594654,0.4441047,25
9_471_0,2023-02-24,544,0.30000000000000004,1.0E-5,0.0072796927,3,0.22,0.29263204,0.31948134,22
9_482_0,2023-02-24,4903,1.0,0.4703268,0.42557347,10,0.43,1.1188186,1.0968513,43
9_499_0,2023-02-24,7911,1.0,0.03291291,0.079454295,10,0.43,0.2851841,0.34813935,43
10_8_0,2023-03-16,6202,0.7000000000000001,0.01140549,0.0085802805,7,0.35000000000000003,0.65289384,0.7608898,35
10_11_0,2023-03-16,2812,0.8,1.0E-5,0.018135045,8,0.39,0.48050314,0.485803,39
10_38_0,2023-03-16,516,0.6000000000000001,0.24868457,0.14401025,6,0.32,0.24647576,0.31887877,32
10_57_0,2023-03-16,7941,0.8,0.1280079,0.078899994,8,0.37,0.42583835,0.42739052,37
10_82_0,2023-03-16,3426,0.8,1.0E-5,0.01671176,8,0.39,0.35531875,0.59847856,39
10_102_0,2023-03-16,214,0.30000000000000004,1.0E-5,7.253701E-4,3,0.18,0.15560138,0.16864389,18
10_106_0,2023-03-16,956,0.7000000000000001,1.0E-5,9.425286E-6,7,0.32,0.16948918,0.16901843,32
10_109_0,2023-03-16,9856,1.3,1.0E-5,0.030860532,13,0.51,0.44223142,0.452591,51
10_145_0,2023-03-16,3134,0.4,1.0E-5,9.425286E-6,4,0.21,0.44352314,0.334817,21
10_171_0,2023-03-16,5774,0.30000000000000004,1.0E-5,0.0059837596,3,0.13,0.27741125,0.21142961,13
10_245_0,2023-03-16,1735,0.5,1.0E-5,0.018884838,5,0.24,0.5162907,0.39312088,24
10_247_0,2023-03-16,9664,0.6000000000000001,1.0E-5,9.867086E-6,6,0.24,0.57043546,0.5741716,24
10_258_0,2023-03-16,8960,0.5,1.0E-5,0.010935016,5,0.24,0.28972957,0.22582419,24
10_269_0,2023-03-16,3474,1.1,0.08852982,0.08544301,11,0.47000000000000003,0.30474332,0.29181576,47
10_274_0,2023-03-16,6093,0.6000000000000001,0.03405166,0.12860574,6,0.22,0.87047017,0.7301864,22
10_284_0,2023-03-16,3432,1.1,0.11172108,0.09621926,11,0.47000000000000003,0.32575062,0.37937826,47
10_307_0,2023-03-16,2058,0.6000000000000001,0.011011566,0.0040386883,6,0.22,0.5785002,0.63338107,22
10_317_0,2023-03-16,113,0.8,0.021469157,0.023716476,8,0.37,0.6455311,0.6738365,37
10_319_0,2023-03-16,1989,0.6000000000000001,1.0E-5,0.018875124,6,0.28,0.3582814,0.2817587,28
10_339_0,2023-03-16,5203,0.2,1.0E-5,0.0020741823,2,0.12,0.22643751,0.17277004,12
10_343_0,2023-03-16,5265,0.8,1.0E-5,0.0038500454,8,0.34,0.4016616,0.40123358,34
10_350_0,2023-03-16,3179,0.5,0.036725506,0.03848337,5,0.24,0.4364053,0.38375518,24
10_357_0,2023-03-16,7753,0.8,0.037169993,0.042681467,8,0.39,0.5393542,0.58347464,39
10_358_0,2023-03-16,9745,0.9,0.11102404,0.056936134,9,0.41000000000000003,0.3909742,0.16809735,41
10_373_0,2023-03-16,2431,0.8,0.14341187,0.15577754,8,0.38,0.34193933,0.35926524,38
10_396_0,2023-03-16,9182,0.5,0.008604783,0.007229928,5,0.25,0.47063023,0.57790375,25
10_418_0,2023-03-16,3744,0.6000000000000001,1.0E-5,9.425286E-6,6,0.24,0.36186174,0.47554135,24
10_424_0,2023-03-16,1763,0.6000000000000001,0.055629607,0.079562776,6,0.32,0.42014638,0.45580816,32
10_430_0,2023-03-16,7487,0.30000000000000004,1.0E-5,9.425286E-6,3,0.16,0.35976234,0.44460213,16
10_441_0,2023-03-16,7215,0.4,1.0E-5,0.018156476,4,0.19,0.15630896,0.24211904,19
10_449_0,2023-03-16,8225,0.6000000000000001,1.0E-5,0.0021734168,6,0.28,0.3707249,0.47533038,28
10_455_0,2023-03-16,7579,0.6000000000000001,1.0E-5,0.018005313,6,0.28,0.32992852,0.21998051,28
10_464_0,2023-03-16,7130,0.4,0.017762609,0.024978254,4,0.19,0.57701683,0.5741596,19
10_471_0,2023-03-16,544,0.30000000000000004,0.0016191249,0.0010250928,3,0.17,0.25602537,0.31179905,17
10_482_0,2023-03-16,4903,0.7000000000000001,0.04885834,0.13841818,7,0.34,0.38048127,0.16982704,34
10_499_0,2023-03-16,7911,0.6000000000000001,1.0E-5,0.011324528,6,0.27,0.35754886,0.40318137,27
11_2_0,2023-03-21,6139,1.1,0.031987723,0.035592426,11,0.4,0.23834786,0.35719562,40
11_8_0,2023-03-21,6202,0.9,1.0E-5,0.01014406,9,0.4,0.6500484,0.61863416,40
11_11_0,2023-03-21,2812,0.9,1.0E-5,0.021924192,9,0.41000000000000003,0.51195925,0.46210378,41
11_38_0,2023-03-21,516,0.4,0.110850215,0.14631923,4,0.23,0.22848992,0.20355918,23
11_57_0,2023-03-21,7941,1.0,0.11492478,0.08692567,10,0.44,0.40992922,0.36788484,44
11_73_0,2023-03-21,3002,0.2,1.0E-5,0.0024374009,2,0.14,0.123684555,0.13885206,14
11_82_0,2023-03-21,3426,0.7000000000000001,1.0E-5,0.014827531,7,0.31,0.3480268,0.6055298,31
11_102_0,2023-03-21,214,0.5,1.0E-5,1.6205927E-4,5,0.22,0.15062974,0.1587537,22
11_106_0,2023-03-21,956,1.0,1.0E-5,8.976918E-6,10,0.44,0.16680315,0.2149941,44
11_109_0,2023-03-21,9856,1.0,1.0E-5,0.028387608,10,0.35000000000000003,0.47290945,0.40990305,35
11_145_0,2023-03-21,3134,0.5,1.0E-5,8.976918E-6,5,0.25,0.42329863,0.60253143,25
11_153_0,2023-03-21,6697,0.6000000000000001,1.0E-5,0.02762073,6,0.27,0.4273579,0.6590796,27
11_171_0,2023-03-21,5774,0.30000000000000004,1.0E-5,0.007669332,3,0.18,0.29127052,0.30435053,18
11_176_0,2023-03-21,6355,0.30000000000000004,1.0E-5,9.4093375E-6,3,0.14,0.67301595,0.6015138,14
11_213_0,2023-03-21,3880,0.4,1.0E-5,0.025158152,4,0.25,0.22795334,0.30065542,25
11_229_0,2023-03-21,9953,0.5,1.0E-5,8.622831E-6,5,0.24,0.1991839,0.19095202,24
11_245_0,2023-03-21,1735,0.8,1.0E-5,0.020521047,8,0.3,0.5707362,0.6455462,30
11_247_0,2023-03-21,9664,0.5,1.0E-5,9.483659E-6,5,0.27,0.56861293,0.58008343,27
11_258_0,2023-03-21,8960,0.5,1.0E-5,0.004964926,5,0.25,0.31062663,0.5118596,25
11_269_0,2023-03-21,3474,1.1,0.10197108,0.09793527,11,0.45,0.29457137,0.3702576,45
11_274_0,2023-03-21,6093,0.6000000000000001,0.027000472,0.14812446,6,0.28,0.90909964,0.5793744,28
11_280_0,2023-03-21,275,0.30000000000000004,0.025294334,0.016080605,3,0.22,0.43281746,0.5107114,22
11_284_0,2023-03-21,3432,0.7000000000000001,0.18889426,0.10736794,7,0.39,0.32366344,0.2936907,39
11_307_0,2023-03-21,2058,0.8,1.0E-5,0.004073278,8,0.31,0.5719931,0.6917525,31
11_317_0,2023-03-21,113,0.7000000000000001,0.0207691,0.027959151,7,0.35000000000000003,0.6352362,0.6179761,35
11_319_0,2023-03-21,1989,0.5,1.0E-5,0.023612041,5,0.25,0.39449614,0.33408767,25
11_334_0,2023-03-21,9643,0.4,1.0E-5,8.622831E-6,4,0.21,0.2150126,0.28494078,21
11_339_0,2023-03-21,5203,0.30000000000000004,1.0E-5,9.483659E-6,3,0.19,0.16637535,0.18865591,19
11_343_0,2023-03-21,5265,0.8,1.0E-5,0.004933461,8,0.4,0.4044054,0.38785294,40
11_350_0,2023-03-21,3179,0.7000000000000001,0.021782378,0.04239274,7,0.34,0.4417081,0.4395325,34
11_357_0,2023-03-21,7753,0.9,0.025282685,0.04926643,9,0.41000000000000003,0.57000375,0.5397402,41
11_358_0,2023-03-21,9745,0.8,0.01885482,0.054416098,8,0.39,0.39363635,0.48909727,39
11_373_0,2023-03-21,2431,0.7000000000000001,0.20041609,0.18089257,7,0.39,0.34011588,0.34141707,39
11_396_0,2023-03-21,9182,0.9,0.002716798,0.005879189,9,0.37,0.4580388,0.5544971,37
11_418_0,2023-03-21,3744,0.4,1.0E-5,8.976918E-6,4,0.24,0.35638267,0.36667964,24
11_422_0,2023-03-21,7245,1.3,0.19433665,0.12300712,13,0.52,0.16929153,0.3585418,52
11_424_0,2023-03-21,1763,0.7000000000000001,0.081423886,0.08822767,7,0.31,0.4198133,0.4352319,31
11_430_0,2023-03-21,7487,0.4,1.0E-5,8.976918E-6,4,0.26,0.35361904,0.3841696,26
11_441_0,2023-03-21,7215,0.30000000000000004,1.0E-5,0.017991064,3,0.22,0.15937127,0.2404425,22
11_447_0,2023-03-21,3281,0.4,1.0E-5,0.016955487,4,0.19,0.3037282,0.32301962,19
11_449_0,2023-03-21,8225,0.5,1.0E-5,0.0027836699,5,0.31,0.38982934,0.4102798,31
11_455_0,2023-03-21,7579,0.5,1.0E-5,0.023083495,5,0.25,0.33779275,0.3288019,25
11_464_0,2023-03-21,7130,0.7000000000000001,1.0E-5,0.029719444,7,0.33,0.5877635,0.5530856,33
11_471_0,2023-03-21,544,0.4,1.0E-5,6.034348E-4,4,0.25,0.23054188,0.20375697,25
11_482_0,2023-03-21,4903,0.6000000000000001,0.01898536,0.08222936,6,0.31,0.23965062,0.23861592,31
11_499_0,2023-03-21,7911,0.7000000000000001,1.0E-5,0.003909406,7,0.35000000000000003,0.34919265,0.39901954,35
12_2_0,2023-03-26,6139,1.6,0.04794802,0.034619976,16,0.54,0.21790157,0.14850664,54
12_8_0,2023-03-26,6202,0.30000000000000004,0.024302835,0.011402105,3,0.16,0.6325002,0.7530672,16
12_11_0,2023-03-26,2812,1.1,0.074028954,0.02640902,11,0.45,0.52742326,0.76681215,45
12_57_0,2023-03-26,7941,0.7000000000000001,0.07202233,0.091014415,7,0.34,0.38935366,0.50319624,34
12_82_0,2023-03-26,3426,1.0,0.03899319,0.014039768,10,0.43,0.32152188,1.0E-5,43
12_102_0,2023-03-26,214,0.5,1.0E-5,1.7523924E-5,5,0.24,0.14364386,0.15888232,24
12_109_0,2023-03-26,9856,0.30000000000000004,0.07615302,0.027364949,3,0.16,0.49121276,0.73066,16
12_153_0,2023-03-26,6697,0.5,0.065266155,0.029427353,5,0.24,0.42254612,0.3535528,24
12_171_0,2023-03-26,5774,0.30000000000000004,0.025881846,0.009236614,3,0.16,0.29929578,0.44226232,16
12_176_0,2023-03-26,6355,0.30000000000000004,1.0E-5,8.896617E-6,3,0.17,0.63587296,0.829626,17
12_213_0,2023-03-26,3880,0.5,0.066252306,0.028778156,5,0.23,0.19806528,0.14506528,23
12_245_0,2023-03-26,1735,0.7000000000000001,0.062243376,0.02228823,7,0.33,0.60783273,0.89577174,33
12_247_0,2023-03-26,9664,0.4,1.0E-5,9.022554E-6,4,0.21,0.5498643,0.67755693,21
12_269_0,2023-03-26,3474,0.6000000000000001,0.15394753,0.10690596,6,0.28,0.28147778,0.2865283,28
12_274_0,2023-03-26,6093,0.4,0.5992292,0.1612451,4,0.21,0.9145957,2.098785,21
12_284_0,2023-03-26,3432,0.5,0.08450883,0.11388589,5,0.27,0.3146051,0.38585177,27
12_317_0,2023-03-26,113,1.0,0.05583972,0.031323362,10,0.42,0.6132154,0.75792307,42
12_319_0,2023-03-26,1989,0.6000000000000001,0.07972982,0.028442321,6,0.31,0.41938967,0.7051086,31
12_339_0,2023-03-26,5203,0.2,1.0E-5,9.022554E-6,2,0.12,0.11465257,0.056704953,12
12_343_0,2023-03-26,5265,0.8,0.016641188,0.0059407917,8,0.34,0.39869174,0.5275782,34
12_350_0,2023-03-26,3179,1.1,0.083544664,0.045252003,11,0.47000000000000003,0.43952787,0.6095055,47
12_357_0,2023-03-26,7753,1.1,0.10662842,0.05461162,11,0.45,0.5816902,0.7896582,45
12_358_0,2023-03-26,9745,1.0,0.049829613,0.050289966,10,0.42,0.3935242,0.5809535,42
